Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Rubeus tells Harry that Harry is overreacting to Severus 's treatment , asserting that Severus would have no reason to hate Harry .","['Rubeus', 'Harry', 'treatment', 'Severus']","['Rubeus:tells', 'Harry:overreacting', 'treatment:overreacting', 'Severus:have']","['Harry', 'reason', 'Harry']","['Harry:tells', 'reason:have', 'Harry:hate']",-0.7096,"[(('tells', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('overreacting', 'VBG')), (('overreacting', 'VBG'), 'mark', ('that', 'IN')), (('overreacting', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('overreacting', 'VBG'), 'aux', ('is', 'VBZ')), (('overreacting', 'VBG'), 'nmod', ('treatment', 'NN')), (('treatment', 'NN'), 'case', ('to', 'TO')), (('treatment', 'NN'), 'nmod:poss', ('Severus', 'NNP')), (('Severus', 'NNP'), 'case', (""'s"", 'POS')), (('overreacting', 'VBG'), 'advcl', ('asserting', 'VBG')), (('asserting', 'VBG'), 'ccomp', ('have', 'VB')), (('have', 'VB'), 'mark', ('that', 'IN')), (('have', 'VB'), 'nsubj', ('Severus', 'NNP')), (('have', 'VB'), 'aux', ('would', 'MD')), (('have', 'VB'), 'dobj', ('reason', 'NN')), (('reason', 'NN'), 'neg', ('no', 'DT')), (('reason', 'NN'), 'acl', ('hate', 'VB')), (('hate', 'VB'), 'mark', ('to', 'TO')), (('hate', 'VB'), 'dobj', ('Harry', 'NNP'))]"
"Harry happens to notice an article from the wizard newspaper , the Daily Prophet , detailing a break-in that occurred at Gringotts bank in a vault that had been emptied earlier in the day .","['Harry', 'newspaper', 'bank', 'vault', 'day']","['Harry:happens', 'newspaper:detailing', 'bank:occurred', 'vault:occurred', 'day:earlier']","['article', 'break-in']","['article:notice', 'break-in:detailing']",-0.1779,"[(('happens', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('happens', 'VBZ'), 'xcomp', ('notice', 'VB')), (('notice', 'VB'), 'mark', ('to', 'TO')), (('notice', 'VB'), 'dobj', ('article', 'NN')), (('article', 'NN'), 'det', ('an', 'DT')), (('notice', 'VB'), 'advcl', ('detailing', 'VBG')), (('detailing', 'VBG'), 'mark', ('from', 'IN')), (('detailing', 'VBG'), 'nsubj', ('newspaper', 'NN')), (('newspaper', 'NN'), 'det', ('the', 'DT')), (('newspaper', 'NN'), 'amod', ('wizard', 'JJ')), (('newspaper', 'NN'), 'appos', ('Prophet', 'NN')), (('Prophet', 'NN'), 'det', ('the', 'DT')), (('Prophet', 'NN'), 'amod', ('Daily', 'JJ')), (('detailing', 'VBG'), 'dobj', ('break-in', 'NN')), (('break-in', 'NN'), 'det', ('a', 'DT')), (('break-in', 'NN'), 'acl:relcl', ('occurred', 'VBD')), (('occurred', 'VBD'), 'nsubj', ('that', 'WDT')), (('occurred', 'VBD'), 'nmod', ('bank', 'NN')), (('bank', 'NN'), 'case', ('at', 'IN')), (('bank', 'NN'), 'compound', ('Gringotts', 'NNP')), (('occurred', 'VBD'), 'nmod', ('vault', 'NN')), (('vault', 'NN'), 'case', ('in', 'IN')), (('vault', 'NN'), 'det', ('a', 'DT')), (('vault', 'NN'), 'acl:relcl', ('emptied', 'VBN')), (('emptied', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('emptied', 'VBN'), 'aux', ('had', 'VBD')), (('emptied', 'VBN'), 'auxpass', ('been', 'VBN')), (('emptied', 'VBN'), 'advmod', ('earlier', 'RBR')), (('earlier', 'RBR'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('in', 'IN')), (('day', 'NN'), 'det', ('the', 'DT'))]"
"Harry realises that it happened on Harry 's birthday , the day Harry and Rubeus went to Gringotts .","['Harry', 'Rubeus', 'it', 'birthday', 'Harry', 'Rubeus', 'Gringotts']","['Harry:realises', 'Rubeus:realises', 'it:happened', 'birthday:happened', 'Harry:went', 'Rubeus:went', 'Gringotts:went']",['day'],['day:happened'],0.0,"[(('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('happened', 'VBD')), (('happened', 'VBD'), 'mark', ('that', 'IN')), (('happened', 'VBD'), 'nsubj', ('it', 'PRP')), (('happened', 'VBD'), 'nmod', ('birthday', 'NN')), (('birthday', 'NN'), 'case', ('on', 'IN')), (('birthday', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('happened', 'VBD'), 'dobj', ('day', 'NN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'acl:relcl', ('went', 'VBD')), (('went', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Rubeus', 'NNP')), (('went', 'VBD'), 'nmod', ('Gringotts', 'NNP')), (('Gringotts', 'NNP'), 'case', ('to', 'TO'))]"
"Furthermore , Harry remembers that Rubeus emptied vault seven hundred and thirteen , taking a small package with Rubeus as Rubeus left .","['Harry', 'emptied', 'Rubeus', 'Rubeus']","['Harry:remembers', 'emptied:vault', 'Rubeus:taking', 'Rubeus:left']",['package'],['package:taking'],-0.1779,"[(('remembers', 'VBZ'), 'advmod', ('Furthermore', 'RB')), (('remembers', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('remembers', 'VBZ'), 'ccomp', ('vault', 'VB')), (('vault', 'VB'), 'mark', ('that', 'IN')), (('vault', 'VB'), 'nsubj', ('emptied', 'NNP')), (('emptied', 'NNP'), 'compound', ('Rubeus', 'NNP')), (('vault', 'VB'), 'dobj', ('hundred', 'CD')), (('hundred', 'CD'), 'nummod', ('seven', 'CD')), (('vault', 'VB'), 'cc', ('and', 'CC')), (('vault', 'VB'), 'conj', ('thirteen', 'VB')), (('vault', 'VB'), 'xcomp', ('taking', 'VBG')), (('taking', 'VBG'), 'dobj', ('package', 'NN')), (('package', 'NN'), 'det', ('a', 'DT')), (('package', 'NN'), 'amod', ('small', 'JJ')), (('taking', 'VBG'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('with', 'IN')), (('taking', 'VBG'), 'advcl', ('left', 'VBD')), (('left', 'VBD'), 'mark', ('as', 'IN')), (('left', 'VBD'), 'nsubj', ('Rubeus', 'NNP'))]"
"Harry leaves Rubeus 's , Harry 's mind filled with questions .","['Harry', 'mind', 'questions']","['Harry:leaves', 'mind:filled', 'questions:filled']",['Rubeus'],['Rubeus:leaves'],0.0,"[(('filled', 'VBD'), 'ccomp', ('leaves', 'VBZ')), (('leaves', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('leaves', 'VBZ'), 'dobj', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS')), (('filled', 'VBD'), 'nsubj', ('mind', 'NN')), (('mind', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('filled', 'VBD'), 'nmod', ('questions', 'NNS')), (('questions', 'NNS'), 'case', ('with', 'IN'))]"
"Harry has been at Hogwarts for around two weeks when Harry finds out that the Gryffindors will have flying lessons with the Slytherins , much to Harry 's disliking .","['Harry', 'weeks', 'Harry', 'disliking']","['Harry:Hogwarts', 'weeks:Hogwarts', 'Harry:finds', 'disliking:much']",['lessons'],['lessons:flying'],-0.3182,"[(('Hogwarts', 'NNP'), 'nsubj', ('Harry', 'NNP')), (('Hogwarts', 'NNP'), 'aux', ('has', 'VBZ')), (('Hogwarts', 'NNP'), 'cop', ('been', 'VBN')), (('Hogwarts', 'NNP'), 'case', ('at', 'IN')), (('Hogwarts', 'NNP'), 'nmod', ('weeks', 'NNS')), (('weeks', 'NNS'), 'case', ('for', 'IN')), (('weeks', 'NNS'), 'amod', ('around', 'IN')), (('weeks', 'NNS'), 'nummod', ('two', 'CD')), (('Hogwarts', 'NNP'), 'advcl', ('finds', 'VBZ')), (('finds', 'VBZ'), 'advmod', ('when', 'WRB')), (('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'compound:prt', ('out', 'RP')), (('finds', 'VBZ'), 'ccomp', ('have', 'VB')), (('have', 'VB'), 'mark', ('that', 'IN')), (('have', 'VB'), 'nsubj', ('Gryffindors', 'NNPS')), (('Gryffindors', 'NNPS'), 'det', ('the', 'DT')), (('have', 'VB'), 'aux', ('will', 'MD')), (('have', 'VB'), 'xcomp', ('flying', 'VBG')), (('flying', 'VBG'), 'dobj', ('lessons', 'NNS')), (('flying', 'VBG'), 'nmod', ('Slytherins', 'NNPS')), (('Slytherins', 'NNPS'), 'case', ('with', 'IN')), (('Slytherins', 'NNPS'), 'det', ('the', 'DT')), (('flying', 'VBG'), 'advmod', ('much', 'RB')), (('much', 'RB'), 'nmod', ('disliking', 'NN')), (('disliking', 'NN'), 'case', ('to', 'TO')), (('disliking', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
Harry does not want to spend more time with Draco than Harry has to .,"['Harry', 'Draco', 'Harry']","['Harry:want', 'Draco:spend', 'Harry:to']",['time'],['time:spend'],-0.0572,"[(('want', 'VB'), 'nsubj', ('Harry', 'NNP')), (('want', 'VB'), 'aux', ('does', 'VBZ')), (('want', 'VB'), 'neg', ('not', 'RB')), (('want', 'VB'), 'xcomp', ('spend', 'VB')), (('spend', 'VB'), 'mark', ('to', 'TO')), (('spend', 'VB'), 'dobj', ('time', 'NN')), (('time', 'NN'), 'amod', ('more', 'JJR')), (('spend', 'VB'), 'nmod', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', ('with', 'IN')), (('spend', 'VB'), 'advcl', ('to', 'TO')), (('to', 'TO'), 'mark', ('than', 'IN')), (('to', 'TO'), 'nsubj', ('Harry', 'NNP')), (('to', 'TO'), 'aux', ('has', 'VBZ'))]"
"However , Harry finds that Harry is quite a natural at flying .","['Harry', 'Harry']","['Harry:finds', 'Harry:natural']",[],[],0.4201,"[(('finds', 'VBZ'), 'advmod', ('However', 'RB')), (('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'ccomp', ('natural', 'JJ')), (('natural', 'JJ'), 'mark', ('that', 'IN')), (('natural', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('natural', 'JJ'), 'cop', ('is', 'VBZ')), (('natural', 'JJ'), 'advmod', ('quite', 'RB')), (('natural', 'JJ'), 'det', ('a', 'DT')), (('natural', 'JJ'), 'nmod', ('flying', 'VBG')), (('flying', 'VBG'), 'case', ('at', 'IN'))]"
"Rolanda leads the class , gently sending the new fliers off the ground .","['Rolanda', 'ground']","['Rolanda:leads', 'ground:sending']","['class', 'fliers']","['class:leads', 'fliers:sending']",0.4588,"[(('leads', 'VBZ'), 'nsubj', ('Rolanda', 'NNP')), (('leads', 'VBZ'), 'dobj', ('class', 'NN')), (('class', 'NN'), 'det', ('the', 'DT')), (('leads', 'VBZ'), 'advcl', ('sending', 'VBG')), (('sending', 'VBG'), 'advmod', ('gently', 'RB')), (('sending', 'VBG'), 'dobj', ('fliers', 'NNS')), (('fliers', 'NNS'), 'det', ('the', 'DT')), (('fliers', 'NNS'), 'amod', ('new', 'JJ')), (('sending', 'VBG'), 'nmod', ('ground', 'NN')), (('ground', 'NN'), 'case', ('off', 'IN')), (('ground', 'NN'), 'det', ('the', 'DT'))]"
Neville has an accident when Neville 's broom runs amok and breaks Neville 's wrist .,"['Neville', 'broom']","['Neville:has', 'broom:runs']","['accident', 'wrist']","['accident:has', 'wrist:breaks']",-0.4767,"[(('has', 'VBZ'), 'nsubj', ('Neville', 'NNP')), (('has', 'VBZ'), 'dobj', ('accident', 'NN')), (('accident', 'NN'), 'det', ('an', 'DT')), (('accident', 'NN'), 'acl:relcl', ('runs', 'VBZ')), (('runs', 'VBZ'), 'advmod', ('when', 'WRB')), (('runs', 'VBZ'), 'nsubj', ('broom', 'NN')), (('broom', 'NN'), 'nmod:poss', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', (""'s"", 'POS')), (('runs', 'VBZ'), 'advmod', ('amok', 'RB')), (('runs', 'VBZ'), 'cc', ('and', 'CC')), (('runs', 'VBZ'), 'conj', ('breaks', 'VBZ')), (('breaks', 'VBZ'), 'dobj', ('wrist', 'NN')), (('wrist', 'NN'), 'nmod:poss', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', (""'s"", 'POS'))]"
"Rolanda takes Neville to the hospital , telling everyone to stay on the ground while Rolanda is away .","['Rolanda', 'hospital', 'ground', 'Rolanda']","['Rolanda:takes', 'hospital:takes', 'ground:stay', 'Rolanda:is']","['Neville', 'everyone']","['Neville:takes', 'everyone:telling']",0.0,"[(('takes', 'VBZ'), 'nsubj', ('Rolanda', 'NNP')), (('takes', 'VBZ'), 'dobj', ('Neville', 'NNP')), (('takes', 'VBZ'), 'nmod', ('hospital', 'NN')), (('hospital', 'NN'), 'case', ('to', 'TO')), (('hospital', 'NN'), 'det', ('the', 'DT')), (('takes', 'VBZ'), 'advcl', ('telling', 'VBG')), (('telling', 'VBG'), 'dobj', ('everyone', 'NN')), (('telling', 'VBG'), 'xcomp', ('stay', 'VB')), (('stay', 'VB'), 'mark', ('to', 'TO')), (('stay', 'VB'), 'nmod', ('ground', 'NN')), (('ground', 'NN'), 'case', ('on', 'IN')), (('ground', 'NN'), 'det', ('the', 'DT')), (('stay', 'VB'), 'advcl', ('is', 'VBZ')), (('is', 'VBZ'), 'mark', ('while', 'IN')), (('is', 'VBZ'), 'nsubj', ('Rolanda', 'NNP')), (('is', 'VBZ'), 'advmod', ('away', 'RB'))]"
"Draco notices a Remembrall belonging to Neville , picks it up , and begins to fly around with it .","['Draco', 'Neville', 'it']","['Draco:notices', 'Neville:belonging', 'it:fly']","['Remembrall', 'it']","['Remembrall:notices', 'it:picks']",0.0,"[(('notices', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('notices', 'VBZ'), 'dobj', ('Remembrall', 'NN')), (('Remembrall', 'NN'), 'det', ('a', 'DT')), (('Remembrall', 'NN'), 'acl', ('belonging', 'VBG')), (('belonging', 'VBG'), 'nmod', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', ('to', 'TO')), (('notices', 'VBZ'), 'conj', ('picks', 'VBZ')), (('picks', 'VBZ'), 'dobj', ('it', 'PRP')), (('picks', 'VBZ'), 'compound:prt', ('up', 'RP')), (('notices', 'VBZ'), 'cc', ('and', 'CC')), (('notices', 'VBZ'), 'conj', ('begins', 'VBZ')), (('begins', 'VBZ'), 'xcomp', ('fly', 'VB')), (('fly', 'VB'), 'mark', ('to', 'TO')), (('fly', 'VB'), 'compound:prt', ('around', 'RP')), (('fly', 'VB'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('with', 'IN'))]"
"Harry goes after Draco , who throws Remembrall in the air .","['Harry', 'Draco', 'air']","['Harry:goes', 'Draco:goes', 'air:Remembrall']",['Remembrall'],['Remembrall:throws'],0.0,"[(('goes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('goes', 'VBZ'), 'nmod', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', ('after', 'IN')), (('Draco', 'NNP'), 'acl:relcl', ('throws', 'VBZ')), (('throws', 'VBZ'), 'nsubj', ('who', 'WP')), (('throws', 'VBZ'), 'dobj', ('Remembrall', 'NNP')), (('Remembrall', 'NNP'), 'nmod', ('air', 'NN')), (('air', 'NN'), 'case', ('in', 'IN')), (('air', 'NN'), 'det', ('the', 'DT'))]"
Harry catches Remembrall spectacularly and lands safely back on ground .,"['Harry', 'ground']","['Harry:catches', 'ground:spectacularly']","['spectacularly', 'lands']","['spectacularly:catches', 'lands:catches']",0.4939,"[(('catches', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('catches', 'VBZ'), 'dobj', ('spectacularly', 'NNS')), (('spectacularly', 'NNS'), 'dep', ('Remembrall', 'NNP')), (('spectacularly', 'NNS'), 'cc', ('and', 'CC')), (('spectacularly', 'NNS'), 'conj', ('lands', 'NNS')), (('lands', 'NNS'), 'dep', ('safely', 'RB')), (('safely', 'RB'), 'dep', ('back', 'RB')), (('spectacularly', 'NNS'), 'nmod', ('ground', 'NN')), (('ground', 'NN'), 'case', ('on', 'IN'))]"
"Just then , Minerva arrives , reprimanding Harry and ordering Harry to follow Minerva .",['Minerva'],['Minerva:arrives'],"['Harry', 'Harry', 'Minerva']","['Harry:reprimanding', 'Harry:ordering', 'Minerva:follow']",0.0,"[(('arrives', 'VBZ'), 'advmod', ('Just', 'RB')), (('arrives', 'VBZ'), 'advmod', ('then', 'RB')), (('arrives', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('arrives', 'VBZ'), 'ccomp', ('reprimanding', 'VBG')), (('reprimanding', 'VBG'), 'dobj', ('Harry', 'NNP')), (('reprimanding', 'VBG'), 'cc', ('and', 'CC')), (('reprimanding', 'VBG'), 'conj', ('ordering', 'VBG')), (('ordering', 'VBG'), 'dobj', ('Harry', 'NNP')), (('ordering', 'VBG'), 'xcomp', ('follow', 'VB')), (('follow', 'VB'), 'mark', ('to', 'TO')), (('follow', 'VB'), 'dobj', ('Minerva', 'NNP'))]"
"But instead of punishing Harry , Minerva introduces Harry to Oliver , captain of the Gryffindor Quidditch team , and makes Harry the Gryffindor team 's new Seeker .","['Minerva', 'Oliver', 'team', 'Harry']","['Minerva:introduces', 'Oliver:introduces', 'team:captain', 'Harry:Seeker']","['Harry', 'Harry']","['Harry:punishing', 'Harry:introduces']",-0.7096,"[(('introduces', 'VBZ'), 'cc', ('But', 'CC')), (('introduces', 'VBZ'), 'advcl', ('punishing', 'VBG')), (('punishing', 'VBG'), 'mark', ('instead', 'RB')), (('instead', 'RB'), 'mwe', ('of', 'IN')), (('punishing', 'VBG'), 'dobj', ('Harry', 'NNP')), (('introduces', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('introduces', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('introduces', 'VBZ'), 'nmod', ('Oliver', 'NNP')), (('Oliver', 'NNP'), 'case', ('to', 'TO')), (('Oliver', 'NNP'), 'appos', ('captain', 'NN')), (('captain', 'NN'), 'nmod', ('team', 'NN')), (('team', 'NN'), 'case', ('of', 'IN')), (('team', 'NN'), 'det', ('the', 'DT')), (('team', 'NN'), 'compound', ('Gryffindor', 'NNP')), (('team', 'NN'), 'compound', ('Quidditch', 'NNP')), (('introduces', 'VBZ'), 'cc', ('and', 'CC')), (('introduces', 'VBZ'), 'conj', ('makes', 'VBZ')), (('makes', 'VBZ'), 'xcomp', ('Seeker', 'NN')), (('Seeker', 'NN'), 'nsubj', ('Harry', 'NNP')), (('Seeker', 'NN'), 'nmod:poss', ('team', 'NN')), (('team', 'NN'), 'det', ('the', 'DT')), (('team', 'NN'), 'compound', ('Gryffindor', 'NNP')), (('team', 'NN'), 'case', (""'s"", 'POS')), (('Seeker', 'NN'), 'amod', ('new', 'JJ'))]"
"At dinner , Harry excitedly tells Ronald about joining the Quidditch team but tells Ronald that Oliver wants it to be a secret .","['dinner', 'Harry', 'Oliver']","['dinner:tells', 'Harry:tells', 'Oliver:wants']","['Ronald', 'team', 'Ronald', 'it']","['Ronald:tells', 'team:joining', 'Ronald:tells', 'it:wants']",0.2846,"[(('tells', 'VBZ'), 'nmod', ('dinner', 'NN')), (('dinner', 'NN'), 'case', ('At', 'IN')), (('tells', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'advmod', ('excitedly', 'RB')), (('tells', 'VBZ'), 'dobj', ('Ronald', 'NNP')), (('tells', 'VBZ'), 'advcl', ('joining', 'VBG')), (('joining', 'VBG'), 'mark', ('about', 'IN')), (('joining', 'VBG'), 'dobj', ('team', 'NN')), (('team', 'NN'), 'det', ('the', 'DT')), (('team', 'NN'), 'compound', ('Quidditch', 'NNP')), (('tells', 'VBZ'), 'cc', ('but', 'CC')), (('tells', 'VBZ'), 'conj', ('tells', 'VBZ')), (('tells', 'VBZ'), 'dobj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'dep', ('wants', 'VBZ')), (('wants', 'VBZ'), 'mark', ('that', 'IN')), (('wants', 'VBZ'), 'nsubj', ('Oliver', 'NNP')), (('wants', 'VBZ'), 'dobj', ('it', 'PRP')), (('wants', 'VBZ'), 'xcomp', ('secret', 'NN')), (('secret', 'NN'), 'mark', ('to', 'TO')), (('secret', 'NN'), 'cop', ('be', 'VB')), (('secret', 'NN'), 'det', ('a', 'DT'))]"
Draco comes over with Draco 's cronies Vincent and Gregor and teases Harry about getting in trouble earlier .,"['Draco', 'Vincent', 'Gregor', 'Harry', 'trouble']","['Draco:comes', 'Vincent:comes', 'Gregor:comes', 'Harry:comes', 'trouble:getting']",[],[],-0.5994,"[(('comes', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('comes', 'VBZ'), 'compound:prt', ('over', 'RP')), (('comes', 'VBZ'), 'nmod', ('Vincent', 'NNP')), (('Vincent', 'NNP'), 'case', ('with', 'IN')), (('Vincent', 'NNP'), 'nmod:poss', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', (""'s"", 'POS')), (('Vincent', 'NNP'), 'compound', ('cronies', 'NNP')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Gregor', 'NNP')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Harry', 'NNS')), (('Harry', 'NNS'), 'compound', ('teases', 'NNS')), (('comes', 'VBZ'), 'advcl', ('getting', 'VBG')), (('getting', 'VBG'), 'mark', ('about', 'IN')), (('getting', 'VBG'), 'nmod', ('trouble', 'NN')), (('trouble', 'NN'), 'case', ('in', 'IN')), (('trouble', 'NN'), 'advmod', ('earlier', 'RB'))]"
The tension grows and Draco challenges Harry to a wizard 's duel .,"['tension', 'Draco', 'duel']","['tension:grows', 'Draco:challenges', 'duel:challenges']",['Harry'],['Harry:challenges'],-0.25,"[(('grows', 'VBZ'), 'nsubj', ('tension', 'NN')), (('tension', 'NN'), 'det', ('The', 'DT')), (('grows', 'VBZ'), 'cc', ('and', 'CC')), (('grows', 'VBZ'), 'conj', ('challenges', 'VBZ')), (('challenges', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('challenges', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('challenges', 'VBZ'), 'nmod', ('duel', 'NN')), (('duel', 'NN'), 'case', ('to', 'TO')), (('duel', 'NN'), 'nmod:poss', ('wizard', 'NN')), (('wizard', 'NN'), 'det', ('a', 'DT')), (('wizard', 'NN'), 'case', (""'s"", 'POS'))]"
"Harry accepts , in spite of Hermione 's attempt to dissuade Harry and Draco from breaking the school rules .","['Harry', 'Draco', 'spite', 'attempt']","['Harry:accepts', 'Draco:accepts', 'spite:accepts', 'attempt:spite']","['Harry', 'Draco', 'rules']","['Harry:dissuade', 'Draco:dissuade', 'rules:breaking']",-0.2732,"[(('accepts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('accepts', 'VBZ'), 'nmod', ('spite', 'NN')), (('spite', 'NN'), 'case', ('in', 'IN')), (('spite', 'NN'), 'nmod', ('attempt', 'NN')), (('attempt', 'NN'), 'case', ('of', 'IN')), (('attempt', 'NN'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('attempt', 'NN'), 'acl', ('dissuade', 'VB')), (('dissuade', 'VB'), 'mark', ('to', 'TO')), (('dissuade', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Draco', 'NNP')), (('dissuade', 'VB'), 'advcl', ('breaking', 'VBG')), (('breaking', 'VBG'), 'mark', ('from', 'IN')), (('breaking', 'VBG'), 'dobj', ('rules', 'NNS')), (('rules', 'NNS'), 'det', ('the', 'DT')), (('rules', 'NNS'), 'compound', ('school', 'NN'))]"
"As Harry and Ronald sneak out later that night , Hermione tries to stop Harry and Ronald but gets locked out of the dorm -LRB- the Fat Lady has gone for an evening stroll -RRB- and must tag along .","['Harry', 'Ronald', 'Ronald', 'Hermione', 'dorm', 'Lady', 'stroll']","['Harry:sneak', 'Ronald:sneak', 'Ronald:sneak', 'Hermione:tries', 'dorm:locked', 'Lady:gone', 'stroll:gone']","['Harry', 'Ronald', 'Ronald']","['Harry:stop', 'Ronald:stop', 'Ronald:stop']",-0.1531,"[(('tries', 'VBZ'), 'advcl', ('sneak', 'VBP')), (('sneak', 'VBP'), 'mark', ('As', 'IN')), (('sneak', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('sneak', 'VBP'), 'compound:prt', ('out', 'RP')), (('sneak', 'VBP'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'advmod', ('later', 'RBR')), (('night', 'NN'), 'det', ('that', 'DT')), (('tries', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('tries', 'VBZ'), 'xcomp', ('stop', 'VB')), (('stop', 'VB'), 'mark', ('to', 'TO')), (('stop', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('tries', 'VBZ'), 'cc', ('but', 'CC')), (('tries', 'VBZ'), 'conj', ('locked', 'VBN')), (('locked', 'VBN'), 'auxpass', ('gets', 'VBZ')), (('locked', 'VBN'), 'compound:prt', ('out', 'RP')), (('locked', 'VBN'), 'nmod', ('dorm', 'NN')), (('dorm', 'NN'), 'case', ('of', 'IN')), (('dorm', 'NN'), 'det', ('the', 'DT')), (('locked', 'VBN'), 'parataxis', ('gone', 'VBN')), (('gone', 'VBN'), 'nsubj', ('Lady', 'NN')), (('Lady', 'NN'), 'det', ('the', 'DT')), (('Lady', 'NN'), 'compound', ('Fat', 'NNP')), (('gone', 'VBN'), 'aux', ('has', 'VBZ')), (('gone', 'VBN'), 'nmod', ('stroll', 'NN')), (('stroll', 'NN'), 'case', ('for', 'IN')), (('stroll', 'NN'), 'det', ('an', 'DT')), (('stroll', 'NN'), 'compound', ('evening', 'NN')), (('locked', 'VBN'), 'cc', ('and', 'CC')), (('locked', 'VBN'), 'conj', ('tag', 'VB')), (('tag', 'VB'), 'aux', ('must', 'MD')), (('tag', 'VB'), 'compound:prt', ('along', 'RP'))]"
